Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0qprlw0jfsW4H9cG0FFE0Z,"0bzfPKdbXL5ezYW2z3UGQj","Cold Little Heart","Love & Hate","Michael Kiwanuka",2016-07-15,597600,65,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"british soul,neo soul,psychedelic soul,soul",0.489,0.404,8,-7.815,1,0.0261,0.487,0.0485,0.14,0.153,108.01,4
2QZxpZDfJjhEGclSszvMVX,"2xiIXseIJcq3nG7C8fHeBj","It's All Over","One-X","Three Days Grace",2006-06-25,249320,54,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge",0.321,0.82,0,-4.459,0,0.0422,0.00305,0,0.34,0.198,166.859,4
2UQWW8rhNJo5tBt77LnbZH,"4MVyzYMgTwdP7Z49wAZHx0","I Need You","Second Helping (Expanded Edition)","Lynyrd Skynyrd",1974-04-15,415600,55,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"album rock,blues rock,classic rock,country rock,hard rock,mellow gold,rock,southern rock",0.45,0.341,7,-14.218,1,0.0327,0.0364,0.000284,0.0405,0.366,118.782,4
0h8VX60lat4433GnbP6vQs,"5t28BP42x2axFnqOOMg3CM","Gone Away","A Decade Of Destruction","Five Finger Death Punch",2017-12-01,275212,51,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,groove metal,nu metal",0.505,0.76,10,-6.408,1,0.0414,0.000436,0.0000418,0.139,0.244,106.058,4
4lUHxbFilSwlkl52me8x1W,"0qT79UgT5tY4yudH9VfsdT","War","13 Voices","Sum 41",2016-10-07,209666,0,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"canadian pop punk,canadian punk,punk",0.391,0.899,1,-4.105,1,0.0491,0.000811,0,0.313,0.539,175.937,4
7piw04hPQZ1OHZ9Fq9JOXR,"2xiIXseIJcq3nG7C8fHeBj","Time of Dying","One-X","Three Days Grace",2006-06-25,186373,66,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge",0.306,0.873,0,-3.668,0,0.0567,0.00105,0,0.52,0.452,198.387,4
5NnFkbEjahUGx5T3qxbNCW,"7jdFEYD2LTYjfwxOdlVjmc","Break My Baby","I Want More / Break My Baby","KALEO",2020-01-15,265558,58,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"icelandic indie,icelandic rock,modern alternative rock",0.529,0.755,10,-3.917,0,0.0383,0.106,0.000607,0.157,0.383,73.998,4
2IrdmiRatVE5s3l2YRcIXH,"0nmQIMXWTXfhgOBdNzhGOs","Set Me Free","Set Me Free","Avenged Sevenfold",2020-01-17,381200,52,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,nu metal",0.448,0.661,6,-7.293,1,0.0311,0.000415,0.0000642,0.0499,0.213,139.983,4
31sv85yD7zbD6X9B2FHpxy,"0nmQIMXWTXfhgOBdNzhGOs","Heretic","Hail to the King","Avenged Sevenfold",2013-08-23,295213,56,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,nu metal",0.508,0.926,2,-7.133,0,0.0396,0.000108,0.00221,0.364,0.491,136.89,4
3QVHSV8YKYq4L8tI5rnFgj,"7dGJo4pcD2V6oG8kP0tJRR","Stepdad","Music To Be Murdered By","Eminem",2020-01-17,213413,56,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"detroit hip hop,hip hop,rap",0.779,0.805,1,-3.121,1,0.178,0.018,0,0.321,0.557,145.68,4
7KRnJW2x33Mb84NavoKmbh,"4Lm0pUvmisUHMdoky5ch2I,2NkpmkcWNxbWydBaETRfqT","I Don't Care (feat. Adam Gontier)","Worlds Collide","Apocalyptica,Adam Gontier",2007,237920,0,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,bow pop,cello,finnish metal,nu metal",0.298,0.795,2,-4.146,0,0.0371,0.00583,0,0.117,0.0892,178.95,4
1U5tv0yzsPuQyyadGHUA1L,"6kACVPfCOnqzgfEF5ryl0x","Wayfaring Stranger","American III: Solitary Man","Johnny Cash",2000-01-01,199960,45,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"arkansas country,outlaw country",0.433,0.275,9,-10.172,0,0.0322,0.919,0.00254,0.129,0.362,118.803,4
0wXuerDYiBnERgIpbb3JBR,"73sIBHcqh3Z3NyqHKZ7FOL","Redbone","Awaken, My Love!","Childish Gambino",2016-12-02,326933,82,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"atl hip hop,hip hop,pop,rap",0.743,0.344,1,-11.174,1,0.118,0.169,0.00879,0.103,0.577,160.15,4
5fUqUyQfhghjAmhFMqKDEw,"3qm84nBOXUEQ2vnTfUTTFC","November Rain","Greatest Hits","Guns N' Roses",2004-03-23,536960,0,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"glam metal,hard rock,rock",0.249,0.662,11,-8.305,1,0.0297,0.0186,0.309,0.105,0.216,83.643,4
1hWYT0w2R0J19rlVkiez7X,"01QTIT5P1pFP3QnnFSdsJf,5PjekOABtfU2Kwo0AHVmci","Battle Scars (with Guy Sebastian)","Food & Liquor II: The Great American Rap Album, Pt. 1","Lupe Fiasco,Guy Sebastian",2012-09-25,250320,69,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"chicago rap,conscious hip hop,hip hop,political hip hop,pop rap,rap,southern hip hop,australian pop,australian talent show",0.517,0.811,5,-4.526,0,0.286,0.186,0,0.105,0.494,168.269,4
07IYE3kTiVVutOqy8kwLil,"4Lm0pUvmisUHMdoky5ch2I,2ZXstyqYeTwvLFsGm1khUv","Not Strong Enough","7th Symphony","Apocalyptica,Brent Smith",2010-02-13,215906,0,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,bow pop,cello,finnish metal,nu metal",0.36,0.836,9,-3.826,1,0.0477,0.00166,0,0.121,0.198,163.985,4
5h5S51CceDgRpWE4Ri1YJQ,"5t28BP42x2axFnqOOMg3CM","Cold","The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2","Five Finger Death Punch",2013-11-18,227699,50,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,groove metal,nu metal",0.473,0.842,3,-3.987,0,0.0468,0.0108,0,0.281,0.444,144,4
5O6SumCYk8Ug81UbfXAPJC,"6Wr3hh341P84m3EI8qdn9O","Give It All","Siren Song Of The Counter-Culture","Rise Against",2004-01-01,170893,62,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2022-10-17T14:31:00Z,"chicago hardcore,chicago punk,hardcore punk,punk",0.587,0.942,2,-3.167,1,0.0727,0.000354,0.00172,0.0762,0.389,103.061,4
7tIXyFkZc4p3GTx5YQMbJl,"4OAddazJM576euUnFSvXSL","Losing My Religion","Dark Adrenaline","Lacuna Coil",2012-01-20,222400,49,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,gothic metal,gothic symphonic metal,italian gothic,italian gothic metal,italian metal,slayer,symphonic metal",0.524,0.857,9,-3.947,0,0.0381,0.000181,0,0.0618,0.221,120.005,4
2DtPEKs3Pj7E06EoWW4vw8,"1AZ30JnvQU1pbX6sbRE0Yn","Carnival of Rust","Carnival of Rust","Poets of the Fall",2006-04-12,262946,56,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,finnish alternative rock",0.492,0.59,5,-4.593,0,0.0239,0.225,0.0000279,0.0973,0.124,91.018,4
3xMQOd1C3TXsjQ3pmzOmkC,"7mnBLXK823vNxN3UWB7Gfz","Weight of Love","Turn Blue","The Black Keys",2014-05-09,410186,61,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative rock,blues rock,garage rock,modern blues rock,modern rock,punk blues,rock,roots rock",0.282,0.547,2,-8.621,1,0.0322,0.03,0.888,0.104,0.133,151.468,4
3LJ5fbTf7eVB7BpGHWiCR8,"5wD0owYApRtYmjPWavWKvb","Wild Stare","Wild Stare","Giant Rooks",2018-12-07,194471,0,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"",0.649,0.823,10,-3.61,0,0.0503,0.0245,0.000227,0.192,0.443,128.069,4
2qJkesdHu9sMMVFgkRkqhQ,"74eX4C98E4FCrAMl39qRsJ","Angel","Savages","Theory of a Deadman",2014-07-08,202213,65,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rap rock",0.443,0.844,11,-5.414,0,0.0425,0.00251,0,0.085,0.452,76.001,4
2yXyz4NLTZx9CLdXfLTp5E,"5BtHciL0e0zOP7prIHn3pP","I Will Not Bow","Dear Agony","Breaking Benjamin",2009-01-01,216733,71,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,nu metal,post-grunge",0.533,0.955,8,-3.708,1,0.0653,0.000165,0.0000136,0.38,0.55,107.984,4
1FCQEg7wOK9IIBuxx63krr,"3JhNCzhSMTxs9WLGJJxWOY","And We Danced (feat. Ziggy Stardust)","The Unplanned Mixtape","Macklemore",2010-01-05,246213,64,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"pop rap,seattle hip hop",0.758,0.677,5,-6.598,1,0.0782,0.456,0,0.0954,0.713,124.998,4
7mzPvDN4OEkmUcJmCBA6Do,"1FgsVeOhRYuSw2ghkIXV0A","Zombie","Zombie","DREAMERS",2018-02-09,215800,36,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"modern alternative rock,modern rock,rock",0.431,0.632,7,-7.641,0,0.033,0.000189,0.000538,0.18,0.125,176.084,4
1qAuIPMALdFtGv2Ymjy5l0,"70BYFdaZbEKbeauJ670ysI","MONSTERS","ATTENTION ATTENTION","Shinedown",2018-05-04,248373,67,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,nu metal,post-grunge",0.487,0.9,5,-4.54,1,0.0529,0.00204,0.00000642,0.11,0.377,149.959,4
0CwYG1UnRmOx8Q1EzElCIL,"70BYFdaZbEKbeauJ670ysI","Second Chance","The Sound of Madness","Shinedown",2008-06-24,222066,69,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,nu metal,post-grunge",0.46,0.796,0,-4.501,0,0.0333,0.00107,0,0.106,0.182,100.011,4
6WXdlIUbsqFSS6T63eCBxx,"70BYFdaZbEKbeauJ670ysI","Simple Man - Rock Version","Leave a Whisper (Deluxe Edition)","Shinedown",2003-05-27,265800,62,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,nu metal,post-grunge",0.532,0.625,7,-4.95,1,0.0293,0.064,0,0.223,0.225,120.853,4
69Okr5waikbnJWwzfaTQHe,"70BYFdaZbEKbeauJ670ysI","CREATURES","ATTENTION ATTENTION","Shinedown",2018-05-04,236386,44,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,nu metal,post-grunge",0.497,0.836,11,-4.494,0,0.0295,0.000312,0.0000851,0.194,0.507,142.071,3
0vmn9XUPoxbWtHeZGfwgBj,"70BYFdaZbEKbeauJ670ysI","special","ATTENTION ATTENTION","Shinedown",2018-05-04,224426,49,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,nu metal,post-grunge",0.443,0.572,11,-6.165,0,0.0341,0.592,0.00208,0.299,0.211,153.591,4
3yxpqMbfUVMLL7Ap3W71W4,"4NiJW4q9ichVqL1aUsgGAN","End Of Me","Common Courtesy","A Day To Remember",2013-10-08,237975,52,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-11-21T11:19:41Z,"metalcore,pop punk,screamo",0.448,0.832,6,-4.994,0,0.0503,0.000747,0.00315,0.11,0.337,125.074,4
5hdFn6cVv6cbl2XEUzSNpP,"70BYFdaZbEKbeauJ670ysI","Lost in the Crowd","Leave a Whisper (Deluxe Edition)","Shinedown",2003-05-27,236853,45,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,nu metal,post-grunge",0.507,0.741,2,-4.265,0,0.0337,0.000174,0,0.122,0.346,109.996,4
2vPZ4Lklyu75zBR3SgbFNI,"05fG473iIaoy82BF1aGhL8","Snuff","All Hope Is Gone (10th Anniversary)","Slipknot",2008-08-20,276146,65,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,nu metal,rap metal",0.544,0.69,6,-5.723,0,0.0425,0.012,0.0095,0.0615,0.219,123.962,4
7xm8RWCCBYvEVx1VyErDa3,"5LfGQac0EIXyAN8aUwmNAQ","Half-Truism","Rise And Fall, Rage And Grace","The Offspring",2008-06-17,205946,58,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-11-21T11:21:58Z,"alternative metal,permanent wave,punk,rock,skate punk,socal pop punk",0.431,0.918,7,-3.798,1,0.0397,0.00072,0.00000616,0.0701,0.402,144.112,4
1FkoVC85Ds3mFoK0fVqEqP,"5LfGQac0EIXyAN8aUwmNAQ","Self Esteem","Smash","The Offspring",1994-04-08,257826,77,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,permanent wave,punk,rock,skate punk,socal pop punk",0.488,0.862,0,-7.595,1,0.0476,0.0204,0,0.359,0.706,104.56,4
2ERhruQCwQUeZi2tNTgRw6,"7xWOrth47J9AH1TsUSlTgD","Faded","I","Kfir Ochaion",2016-08-01,208908,0,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"",0.195,0.627,6,-5.192,1,0.0375,0.00959,0.156,0.114,0.116,179.998,4
6FhB5ZyT4JsIJ0ozDlXCIp,"64g59lHsc4g2jMFokrKDGW","Save Yourself","Sick And Twisted Affair (Deluxe Edition)","My Darkest Days",2012-01-01,221160,63,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-11-21T11:26:47Z,"alternative metal,christian rock,nu metal,post-grunge",0.503,0.921,8,-5.907,0,0.106,0.00093,0.00000275,0.26,0.359,121.983,4
4DQbCHohaJaaxGqGwUh2kj,"7xWOrth47J9AH1TsUSlTgD","Comfortably Numb (Extended) [(Instrumental]","VI","Kfir Ochaion",2021-06-09,631568,0,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"",0.446,0.731,11,-8.33,0,0.0329,0.039,0.00191,0.26,0.565,125.982,4
4AKNXBEe8JunI4U1xgyg4C,"7xWOrth47J9AH1TsUSlTgD","Boulevard of Broken Dreams","II","Kfir Ochaion",2017-07-19,260093,0,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"",0.211,0.766,8,-4.942,1,0.0421,0.00406,0.366,0.0875,0.481,166.979,4
6F4V9q0xk0TCeougdTam7E,"7xWOrth47J9AH1TsUSlTgD","Titanium (Instrumental)","VI","Kfir Ochaion",2021-06-09,280240,0,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"",0.476,0.941,0,-7.713,0,0.0359,0.000163,0.801,0.0594,0.588,126.019,4
3Szw1OmlDau36HMw1gPxLV,"7xWOrth47J9AH1TsUSlTgD","Don't Cry","V","Kfir Ochaion",2019-04-30,286809,0,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"",0.338,0.646,11,-6.651,1,0.0341,0.14,0.92,0.126,0.219,124.994,4
2qN5xqodEmyDhqSHAqtEKf,"7xWOrth47J9AH1TsUSlTgD","Zombie","V","Kfir Ochaion",2019-04-30,306506,0,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"",0.196,0.692,7,-7.496,1,0.0274,0.0000175,0.909,0.56,0.506,166.626,4
7w09r53aPON8ZUvEAnPe94,"3T55D3LMiygE9eSKFpiAye","Ghost","OK, I'M SICK","Badflower",2019-02-22,259519,62,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"modern alternative rock,modern rock,post-grunge,rock",0.505,0.839,11,-4.966,0,0.0569,0.0111,0,0.211,0.326,139.961,4
7vidktgNZFQylTgH1GEnMs,"6IRouO5mvvfcyxtPDKMYFN","Cold as Ice","Foreigner (Expanded)","Foreigner",1977-03-08,200213,70,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"album rock,classic rock,hard rock,mellow gold,rock,soft rock",0.562,0.609,3,-7.063,0,0.0271,0.0264,0,0.17,0.512,130.753,4
00qOE7OjRl0BpYiCiweZB2,"6IRouO5mvvfcyxtPDKMYFN","Juke Box Hero","4 (Expanded)","Foreigner",1981,259800,70,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"album rock,classic rock,hard rock,mellow gold,rock,soft rock",0.357,0.653,9,-5.554,1,0.0654,0.0828,0,0.0844,0.522,176.647,4
0qbV4e18lWrTTxlswVoLbI,"2ye2Wgw4gimLv2eAKyk1NB","The Unforgiven III","Death Magnetic","Metallica",2008-01-01,466586,60,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"hard rock,metal,old school thrash,rock,thrash metal",0.297,0.692,4,-5.625,0,0.0344,0.00196,0.00000375,0.115,0.103,121.52,4
4sQJXbtxwoKHG7PwMRJ0Ig,"5LfGQac0EIXyAN8aUwmNAQ","The Kids Aren't Alright","Americana","The Offspring",1998-11-17,179600,2,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,permanent wave,punk,rock,skate punk,socal pop punk",0.52,0.945,1,-4.197,1,0.0335,0.00599,0.0000497,0.0495,0.807,99.603,4
6TfBA04WJ3X1d1wXhaCFVT,"5LfGQac0EIXyAN8aUwmNAQ","You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace","The Offspring",2008-06-17,177826,81,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,permanent wave,punk,rock,skate punk,socal pop punk",0.55,0.917,0,-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,4
0sNKiz82ATCvT3f3XVVUUj,"5LfGQac0EIXyAN8aUwmNAQ","Why Don't You Get A Job","Americana","The Offspring",1998-11-16,172466,74,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,permanent wave,punk,rock,skate punk,socal pop punk",0.766,0.882,5,-4.478,1,0.0719,0.0674,0.0000023,0.281,0.544,107.932,4
2okeBtFNVJ4n33NEV1RxBm,"7iWiAD5LLKyiox2grgfmUT","Radioactive","Gravity (Deluxe Edition)","Bullet For My Valentine",2018-06-29,193080,59,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,melodic metalcore,metalcore,nu metal,rap rock,uk metalcore,welsh metal",0.527,0.695,9,-4.99,1,0.0346,0.0331,0.0000378,0.31,0.271,142.922,4
4bUbgl5yiMEfGFy8CQNnXB,"70BYFdaZbEKbeauJ670ysI","How Did You Love - Acoustic","How Did You Love","Shinedown",2017-01-13,185955,50,spotify:user:eqfo3r1zr6kqqappqoc93q8zq,2021-07-06T04:01:25Z,"alternative metal,nu metal,post-grunge",0.52,0.457,2,-7.877,0,0.0364,0.137,0,0.102,0.61,185.945,4
